"Enter custom price including default tax",""
"Enter Fixed Price",""
"Enter licence key",""
"Enter new Quote Subtotal",""
"Enter Percentage",""
"Enter Quote Reduction",""
"Enter your billing address details.",""
"Enter your destination to receive a shipping quotation. Unless otherwise specified, standard shipping is quoted.",""
"Enterprise only",""
"Expiry Date",""
"File Upload",""
"Filter quotes",""
"Fixed Price Per Order",""
"Fixed Quote Total was not a valid decimal number",""
"Follow Up",""
"Follow Up Date",""
"General Comment",""
"Get Shipping Estimates",""
"If the end user has no previous assigned sales representative the quote will be assigned to <strong>%s</strong>.",""
"In Process",""
"Incl. default Tax",""
"incorrect first parameter for checkQtyIncrements should be product or product_id",""
"incorrect first parameter for checkQuantities should be product or product_id",""
"incorrect parameter for isInStock should be product or product_id",""
"Internal Comment",""
"Item #%s was't updated",""
"Item %s is out of stock and cannot be ordered.",""
"item %s is out of stock.",""
"Item(s) were moved to Quote mode successfully.",""
"Link to the New Quote",""
"Link to the Previous Quote",""
"Loading",""
"LOCKED",""
"Log out from quote confirmation mode",""
"Logged in admin user",""
"Logged in admin user with rotate fallback",""
"Logged in admin user with rotation fallback",""
"Margin (GP)",""
"Mass delete action is only allowed for users of the group: ""Administrators"".",""
"Message Action",""
"Message History",""
"Message template",""
"Module Ophirah_Qquoteadv / Cart2Quote is disabled, please enable it in System>Configuration>Cart2Quote>General",""
"No Available Shipping Method",""
"No Available Shipping Methods",""
"No Coupon Code Applied",""
"No Coupon Codes Available",""
"No Files are available.",""
"No Follow Up date",""
"No product found for the given attributes",""
"No profit, increase Price(s)",""
"No quotes selected to export",""
"Not Now",""
"Not visible for customers",""
"Notes with Product:",""
"Old status could not be determined",""
"Only for selected user groups",""
"Please Upgrade",""
"Please upgrade to Cart2Quote Starter or higher to use this feature",""
"Print Quote ",""
"Product %s couldn't be added to the Quote Request",""
"Product cannot be added to quote list",""
"Product: ""%s"" could not be added to the cart",""
"Profit is based on entered cost prices",""
"Proposal",""
"Proposal was not sent, no profit",""
"Qquote reject email was't sent to admin for quote #%s",""
"Quotation #%s",""
"Quotation Management",""
"Quote # %s",""
"Quote # %s | Quote Date %s",""
"Quote could not be saved.",""
"Quote Information",""
"Quote is currently on hold",""
"Quote is succesfully unhold!",""
"Quote item is not quotable.",""
"Quote profit",""
"Quote profit (%s)",""
"Quote Reduction was not a valid decimal number",""
"Quote reference",""
"Quote Request",""
"Quote request is converted from %d%% VAT to %d%% VAT.",""
"Quote status",""
"Quote subtotal (%s)",""
"Quote Totals",""
"Quote was saved with errors",""
"Quote will be assigned to <strong>%s</strong>",""
"Recalculate",""
"Remarks",""
"Reminder Date",""
"Remove Current Rate ?",""
"Require Quote submission with a known email address to login first.",""
"Reset Follow Up",""
"Rotate admin role",""
"Rotation",""
"See Plans and Pricing",""
"Select in Checkout",""
"Select one Qty per product. (When editing this product you will be able to re-enter the extra tiers in this screen.)",""
"Select Qty",""
"Send Message",""
"Sending CRM Email is disabled",""
"Sending proposal Email is disabled",""
"Set Follow Up date",""
"Shipping Address is same as Billing Address",""
"Shipping Estimate",""
"Something went wrong while duplicating this quote",""
"Status changed to",""
"Status update (system message)",""
"STATUS_CONFIRMED_ALTERNATE",""
"Submit Request",""
"SUBSTATUS_CANCELLED_SUB100",""
"SUBSTATUS_PROPOSAL_SUB100",""
"SUBSTATUS_PROPOSAL_SUB200",""
"SUBSTATUS_PROPOSAL_SUB300",""
"SUBSTATUS_REJECTED_SUB100",""
"SUBSTATUS_SAVED_SUB100",""
"SUBSTATUS_SAVED_SUB200",""
"Subtotal Original (%s)",""
"Surcharge",""
"Thanks for trying Cart2Quote",""
"The cart2quote export folder is not writable: ",""
"The CSV export function is only available in Cart2Quote Enterprise. To update please go to <a href='https://www.cart2quote.com/pricing-magento-quotation-module.html?utm_source=Customer%2Bwebsite&utm_medium=license%2Bpopup&utm_campaign=Upgrade%2Bversion'>https://www.cart2quote.com</a>",""
"The module ""Ophirah_Crmaddon"" is disabled, pleas enable it. (app/etc/modules/Ophirah_Crmaddon.xml)",""
"The module output of ""Ophirah_Crmaddon"" is disabled, pleas enable it. (System>Configuration>Advanced>Advanced>Disable Modules Output>Ophirah_Crmaddon)",""
"The product ""%s"" could not be added. (No user rights)",""
"There are <a href=""%s"">%s items</a> in your quote.",""
"There are <a href='%s'>%s new</a> requests since your last login.",""
"There are no printable documents related to selected quotes",""
"There is <a href=""%s"">1 item</a> in your quote.",""
"There is <a href='%s'>%s new</a> request since your last login.",""
"There was an error, because the customer address was undefined",""
"There was an error, because the customer shipping address was undefined",""
"There was an error, because the product quantities were not defined",""
"This function is only available from the Starter and above editions. <a href='https://www.cart2quote.com/magento-quotation-module-pricing.html'>Upgrade</a>",""
"This function is only available in the Cart2Quote enterprise edition. <a href='https://www.cart2quote.com/cart2quote-update-upgrade.html'>Upgrade</a>",""
"This function is only available in the enterprise (non-trial) edition. <a href='https://www.cart2quote.com/magento-quotation-module-pricing.html'>Upgrade</a>",""
"This function is only available in the Enterprise edition. <a href='https://www.cart2quote.com/magento-quotation-module-pricing.html'>Upgrade</a>",""
"This quote no longer exists.",""
"Tier quantity was deleted successfully.",""
"To change your currency <a href='%s'>log out</a> from Quote confirmation mode.",""
"To create an order, select product(s) and quantity",""
"To update item in the Shopping cart <a href='%s'>log out</a> from Quote confirmation mode.",""
"Today and Future",""
"Today only",""
"Total price",""
"Unable to remove the file.",""
"Unable to to save customer. Email: %s",""
"Update Quote",""
"Upload error 1: Max upload size exceeded.",""
"Upload error 2: Max upload size exceeded.",""
"Upload error 3: File was partially uploaded, please retry.",""
"Upload error 4: No file was uploaded",""
"Upload error 6: Unable to upload file: missing temporary folder.",""
"Upload error 7: Unable to upload file: failed to write file to disk.",""
"Upload error 8: Unable to upload file: Unknown error. More information is availible in Magento exception log.",""
"Upload error: Unknown error",""
"Use alternative url",""
"Use Default Billing and Shipping Address",""
"Use Magento ""After Adding a Product Redirect to Shopping Cart"" setting",""
"Use Store Settings",""
"View all items on your quote",""
"Visit customer dashboard for more options",""
"with any special requests, shipping instructions, or other important details",""
"Yes and Required",""
"You are in a quote edit mode, <a href='%s'>log out</a>.",""
"You don't have permission to view or edit this Quote",""
"You have no items in your quote.",""
"You may request a quote without any obligations",""
"You will receive a quote cancellation confirmation email.",""
"Your quote print # is: %s.",""
"Your quote request has been cancelled",""
"You have <a href='%s'> %s unanswered</a> quotation requests that require your action.",""
"You have <a href='%s'> %s unanswered</a> quote request that require your action.",""
